Company Name,Company Business,Market Value,Annual Revenue,Operating Income,Net Income,Assets,Liabilities
SCANSOURCE,Technology,670000000,0,0,0,0,0
GOSSAMER BIO,Healthcare,734000000,0,0,0,0,0
CHILDREN'S PLACE,Consumer Cyclical,731000000,0,0,0,0,0
WESTLAKE CHEMICAL PARTNERS LP,Basic Materials,839000000,0,0,0,0,0
CODEXIS,Healthcare,1388000000,0,0,0,0,0
HECLA MINING COMPANY,Basic Materials,1064000000,0,0,0,0,0
CBRE CLARION GLOBAL REAL ESTATE INCOME FUND,Financial Services,802000000,0,0,0,0,0
FRANKLIN STREET PROPERTIES,Real Estate,455000000,0,0,0,0,0
COLUMBUS MCKINNON CORPORATION,Industries,919000000,0,0,0,0,0
UNIVERSAL INSURANCE HOLDINGS,Financial Services,473000000,0,0,0,0,0
WASHINGTON TRUST BANCORP,Financial Services,773000000,0,0,0,0,0
MTS SYSTEMS CORPORATION,Technology,1123000000,0,0,0,0,0
PLUG POWER,Industries,14093000000,230200000,50000000,-85500000,0,0
ATN INTERNATIONAL,Communication Services,664000000,0,0,0,0,0
BLACKROCK MUNIYIELD QUALITY FUND III,Financial Services,985000000,0,0,0,0,0
SMART GLOBAL HOLDINGS,Technology,932000000,0,0,0,0,0
STOCK YARDS BANCORP,Financial Services,919000000,0,0,0,0,0
UNITIL CORPORATION,Utilities,664000000,0,0,0,0,0
1-800-FLOWERS.COM,Consumer Cyclical,1690000000,0,0,0,0,0
NORTHERN OIL AND GAS,Energy,402000000,0,0,0,0,0
PENNANT GROUP,Healthcare,1637000000,0,0,0,0,0
ALTUS MIDSTREAM COMPANY,Energy,771000000,0,0,0,0,0
NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,Financial Services,1162000000,0,0,0,0,0
PREFERRED BANK,Financial Services,754000000,0,0,0,0,0
AMPHASTAR PHARMACEUTICALS,Healthcare,955000000,0,0,0,0,0
CONNECTONE BANCORP,Financial Services,787000000,0,0,0,0,0
HOMOLOGY MEDICINES,Healthcare,511000000,0,0,0,0,0
HIGHLAND FUNDS I - HIGHLAND INCOME FUND,Financial Services,734000000,0,0,0,0,0
IMMUNOVANT,Healthcare,4522000000,0,0,0,0,0
RITE AID CORPORATION,Healthcare,862000000,0,0,0,0,0
ZUMIEZ,Consumer Cyclical,937000000,0,0,0,0,0
RADIUS HEALTH,Healthcare,831000000,0,0,0,0,0
EXTREME NETWORKS,Technology,848000000,0,0,0,0,0
GREAT SOUTHERN BANCORP,Financial Services,677000000,0,0,0,0,0
TEKLA HEALTHCARE INVESTORS,Financial Services,1044999999,0,0,0,0,0
ATARA BIOTHERAPEUTICS,Healthcare,1629000000,0,0,0,0,0
CHURCHILL CAPITAL CORP II,Financial Services,1307000000,0,0,0,0,0
ISTAR,Real Estate,1116000000,0,0,0,0,0
MONARCH CASINO & RESORT,Consumer Cyclical,1118000000,0,0,0,0,0
ACCO BRANDS CORPORATION,Industries,798000000,0,0,0,0,0
KFORCE,Industries,924000000,0,0,0,0,0
AMERANT BANCORP,Financial Services,544000000,0,0,0,0,0
APOGEE ENTERPRISES,Industries,836000000,0,0,0,0,0
HARVEST HEALTH & RECREATION,Healthcare,797000000,0,0,0,0,0
FUNKO,Consumer Cyclical,515000000,0,0,0,0,0
GLU MOBILE,Communication Services,1550000000,0,0,0,0,0
ZIOPHARM ONCOLOGY,Healthcare,540000000,0,0,0,0,0
THERMON GROUP HOLDINGS,Industries,519000000,0,0,0,0,0
EVERQUOTE,Communication Services,1036999999,0,0,0,0,0
REPUBLIC BANCORP,Financial Services,675000000,0,0,0,0,0
ASSOCIATED CAPITAL GROUP,Financial Services,783000000,0,0,0,0,0
COMTECH TELECOMMUNICATIONS,Technology,517000000,0,0,0,0,0
FARO TECHNOLOGIES,Technology,1260000000,0,0,0,0,0
KELLY SERVICES,Industries,810000000,0,0,0,0,0
ORTHOFIX MEDICAL,Healthcare,831000000,0,0,0,0,0
EATON VANCE ENHANCED EQUITY INCOME FUND II,Financial Services,1079000000,0,0,0,0,0
JOHN HANCOCK PREMIUM DIVIDEND FUND,Financial Services,690000000,0,0,0,0,0
ORIGIN BANCORP,Financial Services,653000000,0,0,0,0,0
BRIGHTSPHERE INVESTMENT GROUP,Financial Services,1540000000,0,0,0,0,0
CRESCO LABS,Healthcare,2130000000,0,0,0,0,0
WESTERN ASSET EMERGING MARKETS DEBT FUND,Financial Services,844000000,0,0,0,0,0
HEALTHSTREAM,Healthcare,692000000,0,0,0,0,0
LAKELAND BANCORP,Financial Services,641000000,0,0,0,0,0
SOLAR CAPITAL,Financial Services,740000000,0,0,0,0,0
BANC OF CALIFORNIA,Financial Services,682000000,0,0,0,0,0
QUOTIENT TECHNOLOGY,Communication Services,857000000,0,0,0,0,0
CENTURY COMMUNITIES,Consumer Cyclical,1460000000,0,0,0,0,0
ASTRONICS CORPORATION,Industries,408000000,0,0,0,0,0
CONSTRUCTION PARTNERS,Industries,1507000000,0,0,0,0,0
INTERNATIONAL SEAWAYS,Energy,457000000,0,0,0,0,0
PGT INNOVATIONS,Industries,1199000000,0,0,0,0,0
GOLDMAN SACHS BDC,Financial Services,1941000000,0,0,0,0,0
CHATHAM LODGING TRUST,Real Estate,507000000,0,0,0,0,0
STOKE THERAPEUTICS,Healthcare,2251000000,0,0,0,0,0
COMMUNITY HEALTHCARE TRUST,Real Estate,1104000000,0,0,0,0,0
TRUSTCO BANK CORP NY,Financial Services,643000000,0,0,0,0,0
CENTRAL SECURITIES,Financial Services,842000000,0,0,0,0,0
ANTERO RESOURCES CORPORATION,Energy,1464000000,0,0,0,0,0
MALIBU BOATS,Consumer Cyclical,1302000000,0,0,0,0,0
VIRTUS INVESTMENT PARTNERS,Financial Services,1652000000,0,0,0,0,0
VANDA PHARMACEUTICALS,Healthcare,719000000,0,0,0,0,0
CENTRAL PACIFIC FINANCIAL,Financial Services,536000000,0,0,0,0,0
INVESCO DYNAMIC CREDIT OPPORTUNITIES FUND,Financial Services,676000000,0,0,0,0,0
DORIAN LPG,Energy,620000000,0,0,0,0,0
HORIZON BANCORP,Financial Services,696000000,0,0,0,0,0
FOUNDATION BUILDING MATERIALS,Industries,830000000,0,0,0,0,0
CARS.COM,Consumer Cyclical,761000000,0,0,0,0,0
CALAMOS CONVERTIBLE AND HIGH INCOME FUND,Financial Services,1046000000,0,0,0,0,0
KIMBELL ROYALTY PARTNERS LP,Energy,472000000,0,0,0,0,0
INVESCO MUNICIPAL OPPORTUNITY TRUST,Financial Services,864000000,0,0,0,0,0
CORNERSTONE STRATEGIC VALUE FUND,Financial Services,909000000,0,0,0,0,0
STONERIDGE,Consumer Cyclical,816000000,0,0,0,0,0
TEMPLETON GLOBAL INCOME FUND,Financial Services,738000000,0,0,0,0,0
DIEBOLD NIXDORF,Technology,828000000,0,0,0,0,0
AMERESCO,Industries,2501000000,0,0,0,0,0
MIMEDX GROUP,Healthcare,1008000000,0,0,0,0,0
CASS INFORMATION SYSTEMS,Industries,561000000,0,0,0,0,0
FAR POINT ACQUISITION CORPORATION,Financial Services,793000000,0,0,0,0,0
STURM RUGER & COMPANY,Industries,1138000000,0,0,0,0,0
NORTHFIELD BANCORP (STATEN ISLAND NY),Financial Services,655000000,0,0,0,0,0
HOMESTREET,Financial Services,735000000,0,0,0,0,0
ANDERSONS,Consumer Defensive,808000000,0,0,0,0,0
K12,Consumer Defensive,882000000,0,0,0,0,0
BLACKROCK TCP CAPITAL,Financial Services,649000000,0,0,0,0,0
COMMUNITY TRUST BANCORP,Financial Services,660000000,0,0,0,0,0
MGP INGREDIENTS,Consumer Defensive,787000000,0,0,0,0,0
BRYN MAWR BANK CORPORATION,Financial Services,611000000,0,0,0,0,0
EAGLE PHARMACEUTICALS,Healthcare,602000000,0,0,0,0,0
CERENCE,Technology,3787000000,0,0,0,0,0
EVOLENT HEALTH,Healthcare,1376000000,0,0,0,0,0
P. H. GLATFELTER COMPANY,Basic Materials,727000000,0,0,0,0,0
ENOVA INTERNATIONAL,Financial Services,883000000,0,0,0,0,0
KOPPERS HOLDINGS,Basic Materials,656000000,0,0,0,0,0
SURGERY PARTNERS,Healthcare,1474000000,0,0,0,0,0
NEXPOINT STRATEGIC OPPORTUNITIES FUND,Financial Services,480000000,0,0,0,0,0
LINDBLAD EXPEDITIONS HOLDINGS,Consumer Cyclical,854000000,0,0,0,0,0
ADAPTHEALTH,Healthcare,3393000000,0,0,0,0,0
CLEARBRIDGE MLP AND MIDSTREAM FUND,Financial Services,236000000,0,0,0,0,0
CHARLOTTE'S WEB HOLDINGS,Healthcare,458000000,0,0,0,0,0
BELLRING BRANDS,Consumer Defensive,959000000,0,0,0,0,0
E.L.F. BEAUTY,Consumer Defensive,1286000000,0,0,0,0,0
WABASH NATIONAL CORPORATION,Industries,912000000,0,0,0,0,0
TCG BDC,Financial Services,578000000,0,0,0,0,0
KRATON CORPORATION,Basic Materials,886000000,0,0,0,0,0
XBIOTECH,Healthcare,458000000,0,0,0,0,0
AXCELIS TECHNOLOGIES,Technology,975000000,0,0,0,0,0
I3 VERTICALS,Technology,1022999999,0,0,0,0,0
TEKLA HEALTHCARE OPPORTUNITIES FUND,Financial Services,843000000,0,0,0,0,0
BLACKROCK CORE BOND TRUST,Financial Services,879000000,0,0,0,0,0
PACIFIC BIOSCIENCES OF CALIFORNIA,Healthcare,4857000000,0,0,0,0,0
DELEK LOGISTICS PARTNERS LP,Energy,1390000000,0,0,0,0,0
BROOKFIELD REAL ASSETS INCOME FUND,Financial Services,783000000,0,0,0,0,0
FIRST FOUNDATION,Financial Services,882000000,0,0,0,0,0
READY CAPITAL CORPORATION,Real Estate,678000000,0,0,0,0,0
NATIONAL ENERGY SERVICES REUNITED,Energy,872000000,0,0,0,0,0
QUINSTREET,Communication Services,1134000000,0,0,0,0,0
W&T OFFSHORE,Energy,308000000,0,0,0,0,0
AMC ENTERTAINMENT HOLDINGS,Communication Services,458000000,0,0,0,0,0
CALAMOS CONVERTIBLE OPPORTUNITIES AND INCOME FUND,Financial Services,960000000,0,0,0,0,0
GANNETT,Communication Services,464000000,0,0,0,0,0
HOUGHTON MIFFLIN HARCOURT COMPANY,Consumer Defensive,424000000,0,0,0,0,0
ALLEGIANCE BANCSHARES,Financial Services,698000000,0,0,0,0,0
CBTX,Financial Services,634000000,0,0,0,0,0
SPROUT SOCIAL,Technology,2404000000,0,0,0,0,0
INTERSECT ENT,Healthcare,738000000,0,0,0,0,0
UNIVEST FINANCIAL CORPORATION,Financial Services,602000000,0,0,0,0,0
FIRST NATIONAL BANK ALASKA,Financial Services,589000000,0,0,0,0,0
FORRESTER RESEARCH,Industries,795000000,0,0,0,0,0
ORTHOPEDIATRICS,Healthcare,807000000,0,0,0,0,0
INVESCO SENIOR INCOME TRUST,Financial Services,609000000,0,0,0,0,0
NICOLET BANKSHARES,Financial Services,669000000,0,0,0,0,0
VERICEL CORPORATION,Healthcare,1403000000,0,0,0,0,0
TRISTATE CAPITAL HOLDINGS,Financial Services,511000000,0,0,0,0,0
OAKTREE SPECIALTY LENDING CORPORATION,Financial Services,779000000,0,0,0,0,0
BLUEGREEN VACATIONS CORPORATION,Consumer Cyclical,576000000,0,0,0,0,0
UNISYS CORPORATION,Technology,1219000000,0,0,0,0,0
FLEXION THERAPEUTICS,Healthcare,569000000,0,0,0,0,0
JOHNSON OUTDOORS,Consumer Cyclical,1136000000,0,0,0,0,0
PROVIDENCE SERVICE CORPORATION,Healthcare,1966000000,0,0,0,0,0
BLACKROCK ENHANCED CAPITAL AND INCOME FUND,Financial Services,768000000,0,0,0,0,0
BLACKROCK SCIENCE AND TECHNOLOGY TRUST,Financial Services,1288000000,0,0,0,0,0
LANTHEUS HOLDINGS,Healthcare,902000000,0,0,0,0,0
LIVE OAK BANCSHARES,Financial Services,1918000000,0,0,0,0,0
WINMARK CORPORATION,Consumer Cyclical,695000000,0,0,0,0,0
KIMBALL INTERNATIONAL,Consumer Cyclical,440000000,0,0,0,0,0
NLIGHT,Technology,1285000000,0,0,0,0,0
PIMCO CORPORATE & INCOME STRATEGY FUND,Financial Services,690000000,0,0,0,0,0
BERRY PETROLEUM CORPORATION,Energy,299000000,0,0,0,0,0
EMERALD EXPOSITIONS EVENTS,Communication Services,387000000,0,0,0,0,0
MBIA,Financial Services,350000000,0,0,0,0,0
TORTOISE POWER AND ENERGY INFRASTRUCTURE FUND,Financial Services,77000000,0,0,0,0,0
HERITAGE COMMERCE CORP,Financial Services,531000000,0,0,0,0,0
FORTERRA,Industries,1141000000,0,0,0,0,0
HERSHA HOSPITALITY TRUST,Real Estate,569000000,0,0,0,0,0
TIDEWATER,Energy,350000000,0,0,0,0,0
ICHOR HOLDINGS,Technology,841000000,0,0,0,0,0
COHEN & STEERS DURATION PREFERRED AND INCOME FUND,Financial Services,768000000,0,0,0,0,0
NETGEAR,Technology,1230000000,0,0,0,0,0
TREDEGAR CORPORATION,Basic Materials,549000000,0,0,0,0,0
ANI PHARMACEUTICALS,Healthcare,352000000,0,0,0,0,0
BLACKROCK RESOURCES & COMMODITIES STRATEGY TRUST,Financial Services,667000000,0,0,0,0,0
CAPSTEAD MORTGAGE CORPORATION,Real Estate,561000000,0,0,0,0,0
REV GROUP,Industries,559000000,0,0,0,0,0
BJ'S RESTAURANTS,Consumer Cyclical,844000000,0,0,0,0,0
HESKA CORPORATION,Healthcare,1380000000,0,0,0,0,0
CARA THERAPEUTICS,Healthcare,762000000,0,0,0,0,0
VOYA PRIME RATE TRUST,Financial Services,650000000,0,0,0,0,0
CROSSFIRST BANKSHARES,Financial Services,561000000,0,0,0,0,0
PIMCO ENERGY AND TACTICAL CREDIT OPPORTUNITIES FUND,Financial Services,361000000,0,0,0,0,0
ANIKA THERAPEUTICS,Healthcare,643000000,0,0,0,0,0
BLACKROCK ENHANCED GLOBAL DIVIDEND TRUST,Financial Services,709000000,0,0,0,0,0
BYLINE BANCORP,Financial Services,596000000,0,0,0,0,0
GREAT LAKES DREDGE & DOCK CORPORATION,Industries,843000000,0,0,0,0,0
DIME COMMUNITY BANCSHARES,Financial Services,521000000,0,0,0,0,0
NEXTDECADE CORPORATION,Energy,252000000,0,0,0,0,0
UNIVERSAL ELECTRONICS,Technology,711000000,0,0,0,0,0
WISDOMTREE INVESTMENTS,Financial Services,796000000,0,0,0,0,0
CUSTOMERS BANCORP,Financial Services,575000000,0,0,0,0,0
AMERICA'S CAR-MART,Consumer Cyclical,728000000,0,0,0,0,0
ANTERIX,Communication Services,658000000,0,0,0,0,0
THE BANCORP,Financial Services,786000000,0,0,0,0,0
ADVERUM BIOTECHNOLOGIES,Healthcare,1056999999,0,0,0,0,0
ANTARES PHARMA,Healthcare,668000000,0,0,0,0,0
TECHTARGET,Communication Services,1661000000,0,0,0,0,0
NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,Financial Services,749000000,0,0,0,0,0
PROVENTION BIO,Healthcare,969000000,0,0,0,0,0
GLADSTONE COMMERCIAL CORPORATION,Real Estate,621000000,0,0,0,0,0
BENEFITFOCUS,Technology,466000000,0,0,0,0,0
EXP WORLD HOLDINGS,Real Estate,4415000000,0,0,0,0,0
REVANCE THERAPEUTICS,Healthcare,1886000000,0,0,0,0,0
RUBIUS THERAPEUTICS,Healthcare,614000000,0,0,0,0,0
HERITAGE-CRYSTAL CLEAN,Industries,506000000,0,0,0,0,0
MEIRAGTX HOLDINGS,Healthcare,657000000,0,0,0,0,0
PEOPLES BANCORP,Financial Services,534000000,0,0,0,0,0
VEECO INSTRUMENTS,Technology,872000000,0,0,0,0,0
LEMAITRE VASCULAR,Healthcare,799000000,0,0,0,0,0
INTELLIA THERAPEUTICS,Healthcare,3514000000,0,0,0,0,0
ATLAS AIR WORLDWIDE HOLDINGS,Industries,1501000000,0,0,0,0,0
OMEROS CORPORATION,Healthcare,891000000,0,0,0,0,0
WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND,Financial Services,759000000,0,0,0,0,0
PHATHOM PHARMACEUTICALS,Healthcare,936000000,0,0,0,0,0
COLLEGIUM PHARMACEUTICAL,Healthcare,693000000,0,0,0,0,0
IMMUNOGEN,Healthcare,1256000000,0,0,0,0,0
PIMCO INCOME STRATEGY FUND II,Financial Services,724000000,0,0,0,0,0
UROGEN PHARMA,Healthcare,397000000,0,0,0,0,0
HARMONIC,Technology,722000000,0,0,0,0,0
DXP ENTERPRISES,Industries,402000000,0,0,0,0,0
WORLD ACCEPTANCE CORPORATION,Financial Services,703000000,0,0,0,0,0
ARCBEST CORPORATION,Industries,1084000000,0,0,0,0,0
TORTOISE MIDSTREAM ENERGY FUND,Financial Services,130000000,0,0,0,0,0
GENESCO,Consumer Cyclical,451000000,0,0,0,0,0
INVESCO TRUST FOR INVESTMENT GRADE MUNICIPALS,Financial Services,716000000,0,0,0,0,0
PETIQ,Healthcare,1103000000,0,0,0,0,0
PROSIGHT GLOBAL,Financial Services,560000000,0,0,0,0,0
CAMDEN NATIONAL CORPORATION,Financial Services,534000000,0,0,0,0,0
MIDLAND STATES BANCORP,Financial Services,402000000,0,0,0,0,0
RETAIL VALUE,Real Estate,295000000,0,0,0,0,0
ELLINGTON FINANCIAL,Financial Services,645000000,0,0,0,0,0
BLACKROCK MUNIYIELD FUND,Financial Services,673000000,0,0,0,0,0
ONESPAN,Technology,840000000,0,0,0,0,0
PITNEY BOWES,Industries,1066000000,0,0,0,0,0
AKERO THERAPEUTICS,Healthcare,901000000,0,0,0,0,0
GOPRO,Technology,1237000000,0,0,0,0,0
JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND,Financial Services,569000000,0,0,0,0,0
U.S. CONCRETE,Basic Materials,666000000,0,0,0,0,0
BARRETT BUSINESS SERVICES,Industries,502000000,0,0,0,0,0
INVESCO MUNICIPAL TRUST,Financial Services,709000000,0,0,0,0,0
TWIST BIOSCIENCE CORPORATION,Healthcare,4481000000,0,0,0,0,0
AXOGEN,Healthcare,723000000,0,0,0,0,0
DORCHESTER MINERALS,Energy,378000000,0,0,0,0,0
QCR HOLDINGS,Financial Services,625000000,0,0,0,0,0
CENTURY ALUMINUM COMPANY,Basic Materials,987000000,0,0,0,0,0
ENDURANCE INTERNATIONAL GROUP HOLDINGS,Technology,1339000000,0,0,0,0,0
FRANCHISE GROUP,Consumer Cyclical,1221000000,0,0,0,0,0
DIAMOND S SHIPPING,Energy,269000000,0,0,0,0,0
TEMPLETON DRAGON FUND,Financial Services,790000000,0,0,0,0,0
B. RILEY FINANCIAL,Financial Services,1125000000,0,0,0,0,0
AEGION CORPORATION,Industries,584000000,0,0,0,0,0
SOLARIS OILFIELD INFRASTRUCTURE,Energy,369000000,0,0,0,0,0
GUGGENHEIM STRATEGIC OPPORTUNITIES FUND,Financial Services,858000000,0,0,0,0,0
VOCERA COMMUNICATIONS,Technology,1349000000,0,0,0,0,0
WHITING PETROLEUM CORPORATION,Energy,951000000,0,0,0,0,0
PRECISION BIOSCIENCES,Healthcare,438000000,0,0,0,0,0
GTT COMMUNICATIONS,Communication Services,210000000,0,0,0,0,0
FIRST BANCSHARES,Financial Services,661000000,0,0,0,0,0
BRIDGE BANCORP,Financial Services,478000000,0,0,0,0,0
FRONT YARD RESIDENTIAL CORPORATION,Real Estate,952000000,0,0,0,0,0
NV5 GLOBAL,Industries,1044000000,0,0,0,0,0
TPI COMPOSITES,Industries,1851000000,0,0,0,0,0
DMC GLOBAL,Energy,639000000,0,0,0,0,0
NUVEEN INTERMEDIATE DURATION MUNICIPAL TERM FUND,Financial Services,651000000,0,0,0,0,0
WESTERN ASSET HIGH INCOME OPPORTUNITY FUND,Financial Services,628000000,0,0,0,0,0
ASSEMBLY BIOSCIENCES,Healthcare,200000000,0,0,0,0,0
HARBORONE BANCORP,Financial Services,627000000,0,0,0,0,0
LUTHER BURBANK CORPORATION,Financial Services,514000000,0,0,0,0,0
THERAPEUTICSMD,Healthcare,363000000,0,0,0,0,0
TUTOR PERINI CORPORATION,Industries,665000000,0,0,0,0,0
VERSO CORPORATION,Basic Materials,403000000,0,0,0,0,0
QUANTERIX CORPORATION,Healthcare,1473000000,0,0,0,0,0
RAPT THERAPEUTICS,Healthcare,485000000,0,0,0,0,0
NUVEEN DOW 30 DYNAMIC OVERWRITE FUND,Financial Services,553000000,0,0,0,0,0
BLACKROCK MUNICIPAL INCOME TRUST,Financial Services,694000000,0,0,0,0,0
BLACKSTONE/GSO STRATEGIC CREDIT FUND,Financial Services,557000000,0,0,0,0,0
RUTH'S HOSPITALITY GROUP,Consumer Cyclical,619000000,0,0,0,0,0
WIDEOPENWEST,Communication Services,896000000,0,0,0,0,0
UMH PROPERTIES,Real Estate,616000000,0,0,0,0,0
OPORTUN FINANCIAL CORPORATION,Financial Services,535000000,0,0,0,0,0
REGIS CORPORATION,Consumer Cyclical,327000000,0,0,0,0,0
KURA ONCOLOGY,Healthcare,2157000000,0,0,0,0,0
AVROBIO,Healthcare,578000000,0,0,0,0,0
BLACKROCK ENHANCED INTERNATIONAL DIVIDEND TRUST,Financial Services,616000000,0,0,0,0,0
TUFIN SOFTWARE TECHNOLOGIES,Technology,444000000,0,0,0,0,0
INSEEGO,Technology,1549000000,0,0,0,0,0
MATRIX SERVICE COMPANY,Energy,293000000,0,0,0,0,0
ALLIANZGI EQUITY & CONVERTIBLE INCOME FUND,Financial Services,784000000,0,0,0,0,0
HEIDRICK & STRUGGLES INTERNATIONAL,Industries,567000000,0,0,0,0,0
CROSSAMERICA PARTNERS LP,Energy,650000000,0,0,0,0,0
HANMI FINANCIAL CORPORATION,Financial Services,344000000,0,0,0,0,0
NEW SENIOR INVESTMENT GROUP,Real Estate,430000000,0,0,0,0,0
APOLLO MEDICAL HOLDINGS,Healthcare,672000000,0,0,0,0,0
ARGAN,Industries,698000000,0,0,0,0,0
FUELCELL ENERGY,Industries,3762000000,0,0,0,0,0
PDVWIRELESS,Communication Services,559000000,0,0,0,0,0
DIGITAL TURBINE,Technology,5017000000,0,0,0,0,0
INDEPENDENCE HOLDING COMPANY,Financial Services,600000000,0,0,0,0,0
EATON VANCE ENHANCED EQUITY INCOME FUND,Financial Services,636000000,0,0,0,0,0
FIRST FINANCIAL CORPORATION,Financial Services,533000000,0,0,0,0,0
NATIONAL PRESTO INDUSTRIES,Industries,621000000,0,0,0,0,0
VIEWRAY,Healthcare,564000000,0,0,0,0,0
GAMCO GLOBAL GOLD NATURAL RESOURCES & INCOME TRUST,Financial Services,579000000,0,0,0,0,0
MOLECULAR TEMPLATES,Healthcare,471000000,0,0,0,0,0
CYTOKINETICS,Healthcare,1432000000,0,0,0,0,0
ENTERCOM COMMUNICATIONS,Communication Services,341000000,0,0,0,0,0
FLUSHING FINANCIAL CORPORATION,Financial Services,458000000,0,0,0,0,0
MANITOWOC COMPANY,Industries,454000000,0,0,0,0,0
PGIM GLOBAL HIGH YIELD FUND,Financial Services,595000000,0,0,0,0,0
INVESCO CALIFORNIA VALUE MUNICIPAL INCOME TRUST,Financial Services,633000000,0,0,0,0,0
CRYOPORT,Consumer Cyclical,1740000000,0,0,0,0,0
HILLS BANCORPORATION,Financial Services,577000000,0,0,0,0,0
JOHN HANCOCK PREFERRED INCOME FUND III,Financial Services,548000000,0,0,0,0,0
BLUE BIRD CORPORATION,Consumer Cyclical,494000000,0,0,0,0,0
CLEARBRIDGE ENERGY MIDSTREAM OPPORTUNITY FUND,Financial Services,193000000,0,0,0,0,0
FALCON MINERALS CORPORATION,Energy,270000000,0,0,0,0,0
BLACKROCK MULTI-SECTOR INCOME TRUST,Financial Services,658000000,0,0,0,0,0
CARTER BANK & TRUST,Financial Services,283000000,0,0,0,0,0
COREPOINT LODGING,Real Estate,400000000,0,0,0,0,0
FARMERS & MERCHANTS BANCORP,Financial Services,603000000,0,0,0,0,0
NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND,Financial Services,596000000,0,0,0,0,0
BANK OF MARIN BANCORP,Financial Services,468000000,0,0,0,0,0
YORK WATER COMPANY,Utilities,605000000,0,0,0,0,0
AMALGAMATED BANK,Financial Services,427000000,0,0,0,0,0
DURECT CORPORATION,Healthcare,432000000,0,0,0,0,0
PREFERRED APARTMENT COMMUNITIES,Real Estate,369000000,0,0,0,0,0
PZENA INVESTMENT MANAGEMENT,Financial Services,520000000,0,0,0,0,0
AGILYSYS,Technology,905000000,0,0,0,0,0
VOYA GLOBAL EQUITY DIVIDEND AND PREMIUM OPPORTUNITY FUND,Financial Services,505000000,0,0,0,0,0
ANGIODYNAMICS,Healthcare,552000000,0,0,0,0,0
CORENERGY INFRASTRUCTURE TRUST,Real Estate,94000000,0,0,0,0,0
FIRST OF LONG ISLAND CORPORATION,Financial Services,426000000,0,0,0,0,0
NUVEEN TAXABLE MUNICIPAL INCOME FUND,Financial Services,650000000,0,0,0,0,0
EATON VANCE RISK-MANAGED DIVERSIFIED EQUITY INCOME FUND,Financial Services,662000000,0,0,0,0,0
BIODELIVERY SCIENCES INTERNATIONAL,Healthcare,425000000,0,0,0,0,0
CRINETICS PHARMACEUTICALS,Healthcare,465000000,0,0,0,0,0
GREEN BRICK PARTNERS,Consumer Cyclical,1140000000,0,0,0,0,0
JOHN HANCOCK PREFERRED INCOME FUND,Financial Services,516000000,0,0,0,0,0
VECTRUS,Industries,578000000,0,0,0,0,0
MERCANTILE BANK CORPORATION,Financial Services,441000000,0,0,0,0,0
SABINE ROYALTY TRUST,Energy,411000000,0,0,0,0,0
MYERS INDUSTRIES,Consumer Cyclical,734000000,0,0,0,0,0
NATIONAL CINEMEDIA,Communication Services,296000000,0,0,0,0,0
BLACKROCK MUNIVEST FUND,Financial Services,596000000,0,0,0,0,0
HEMISPHERE MEDIA GROUP,Communication Services,414000000,0,0,0,0,0
SCHNITZER STEEL INDUSTRIES,Basic Materials,876000000,0,0,0,0,0
CERUS CORPORATION,Healthcare,1157000000,0,0,0,0,0
BLACKROCK DURATION INCOME TRUST,Financial Services,569000000,0,0,0,0,0
CRAWFORD & COMPANY,Financial Services,389000000,0,0,0,0,0
REPAY HOLDINGS CORPORATION,Technology,1939000000,0,0,0,0,0
MAINSTAY MACKAY DEFINEDTERM MUNICIPAL OPPORTUNITIES FUND,Financial Services,601000000,0,0,0,0,0
NUVEEN PREFERRED AND INCOME TERM FUND,Financial Services,560000000,0,0,0,0,0
PEAPACK-GLADSTONE FINANCIAL CORPORATION,Financial Services,432000000,0,0,0,0,0
FIRST MID BANCSHARES,Financial Services,563000000,0,0,0,0,0
NUVEEN FLOATING RATE INCOME FUND,Financial Services,497000000,0,0,0,0,0
MIDWESTONE FINANCIAL GROUP,Financial Services,394000000,0,0,0,0,0
RANPAK HOLDINGS,Consumer Cyclical,1014999999,0,0,0,0,0
DUFF & PHELPS UTILITY AND INFRASTRUCTURE FUND,Financial Services,463000000,0,0,0,0,0
WESTERN ASSET MANAGED MUNICIPALS FUND,Financial Services,557000000,0,0,0,0,0
AMERICAN VANGUARD CORPORATION,Basic Materials,470000000,0,0,0,0,0
GREEN PLAINS,Basic Materials,476000000,0,0,0,0,0
MAGENTA THERAPEUTICS,Healthcare,379000000,0,0,0,0,0
IMPINJ,Technology,967000000,0,0,0,0,0
BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND,Financial Services,615000000,0,0,0,0,0
VIKING THERAPEUTICS,Healthcare,411000000,0,0,0,0,0
WESTERN ASSET HIGH INCOME FUND II,Financial Services,580000000,0,0,0,0,0
COOPER-STANDARD HOLDINGS,Consumer Cyclical,586000000,0,0,0,0,0
MORPHIC HOLDING,Healthcare,1038000000,0,0,0,0,0
CASTLE BIOSCIENCES,Healthcare,1662000000,0,0,0,0,0
NEWPARK RESOURCES,Energy,174000000,0,0,0,0,0
